similarity,combination
6,['IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol']
13,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
13,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
7,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
13,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
4,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
16,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
6,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
6,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
12,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
12,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
6,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
13,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
13,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
15,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
7,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
6,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
11,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
11,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
7,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
12,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
12,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Token.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
11,['IToken.sol', 'Controller.sol', 'Pausable.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
14,['IToken.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
7,['IToken.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
6,['IToken.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
12,['IToken.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
12,['IToken.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
6,['IToken.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
13,['IToken.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
13,['IToken.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
12,['IToken.sol', 'Controller.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
12,['IToken.sol', 'Controller.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
7,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
6,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
4,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol']
4,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol']
11,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Ledger.sol']
4,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol']
10,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Ledger.sol']
6,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'Sale.sol', 'Ledger.sol']
5,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
14,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
7,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
6,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
4,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
16,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
13,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
6,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
12,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
9,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
7,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
6,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
6,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
6,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
17,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
7,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
6,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
13,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
14,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
7,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
17,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
13,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
6,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
13,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
13,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
7,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
14,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
4,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
16,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
7,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
6,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
12,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
13,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
6,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
14,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
13,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
9,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
11,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
6,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
12,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
12,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
7,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
12,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
12,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Token.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
12,['ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
15,['ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
7,['ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
6,['ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
13,['ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
13,['ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
